sequence,target
27 28 29 676 74 10 260 261 1 1 1 1 1 1 1,0
7 8 117 29 4 171 189 10 142 1 1 1 1 1 1,5
36 23 677 144 10 5 1 1 1 1 1 1 1 1 1,6
14 15 140 4 141 255 1 1 1 1 1 1 1 1 1,7
36 23 678 679 114 115 1 1 1 1 1 1 1 1 1,4
680 153 10 76 1 1 1 1 1 1 1 1 1 1 1,6
77 78 28 9 7 10 681 119 1 1 1 1 1 1 1,8
36 23 48 29 4 171 108 10 142 1 1 1 1 1 1,6
682 4 98 324 325 1 1 1 1 1 1 1 1 1 1,6
291 116 117 683 1 1 1 1 1 1 1 1 1 1 1,8
684 102 685 686 687 1 1 1 1 1 1 1 1 1 1,6
77 78 28 79 7 23 9 37 10 688 119 1 1 1 1,8
14 15 23 689 417 226 1 1 1 1 1 1 1 1 1,5
77 78 28 79 7 23 171 45 4 690 1 1 1 1 1,5
23 9 7 1 1 1 1 1 1 1 1 1 1 1 1,7
607 171 691 1 1 1 1 1 1 1 1 1 1 1 1,6
9 4 458 1 1 1 1 1 1 1 1 1 1 1 1,6
36 23 34 85 121 10 692 1 1 1 1 1 1 1 1,4
36 23 106 81 457 117 693 1 1 1 1 1 1 1 1,5
694 7 1 1 1 1 1 1 1 1 1 1 1 1 1,2
14 15 9 116 10 695 1 1 1 1 1 1 1 1 1,8
36 696 9 1 1 1 1 1 1 1 1 1 1 1 1,8
661 29 4 697 1 1 1 1 1 1 1 1 1 1 1,6
9 519 117 248 698 119 4 216 217 1 1 1 1 1 1,8
122 102 699 102 103 1 1 1 1 1 1 1 1 1 1,6
9 116 4 700 1 1 1 1 1 1 1 1 1 1 1,8
36 23 701 236 10 5 1 1 1 1 1 1 1 1 1,6
77 302 7 8 27 28 29 289 104 10 120 98 35 1 1,6
40 23 702 5 551 1 1 1 1 1 1 1 1 1 1,5
36 23 260 261 171 703 95 1 1 1 1 1 1 1 1,6
77 78 28 79 7 23 27 28 80 81 4 223 1 1 1,5
27 28 29 676 74 10 420 1 1 1 1 1 1 1 1,0
14 15 23 117 704 81 10 705 1 1 1 1 1 1 1,5
14 15 140 4 223 1 1 1 1 1 1 1 1 1 1,7
77 349 28 79 7 23 9 10 706 119 1 1 1 1 1,8
14 15 23 48 29 4 10 83 186 10 309 1 1 1 1,6
151 330 10 707 708 1 1 1 1 1 1 1 1 1 1,6
77 78 28 79 7 23 9 37 10 709 351 119 1 1 1,8
148 153 10 106 1 1 1 1 1 1 1 1 1 1 1,2
14 15 506 17 710 1 1 1 1 1 1 1 1 1 1,3
36 23 9 116 117 426 1 1 1 1 1 1 1 1 1,8
36 23 711 712 95 1 1 1 1 1 1 1 1 1 1,6
36 23 713 714 715 1 1 1 1 1 1 1 1 1 1,0
36 23 208 369 551 1 1 1 1 1 1 1 1 1 1,5
29 4 301 56 10 274 1 1 1 1 1 1 1 1 1,6
481 140 7 4 461 1 1 1 1 1 1 1 1 1 1,7
77 349 28 79 23 27 28 29 148 289 104 10 274 35 1,0
23 9 7 1 1 1 1 1 1 1 1 1 1 1 1,8
77 78 28 79 23 7 4 9 4 716 119 1 1 1 1,8
14 15 23 49 29 1 1 1 1 1 1 1 1 1 1,6
717 15 718 719 720 68 60 432 1 1 1 1 1 1 1,0
14 15 140 4 376 1 1 1 1 1 1 1 1 1 1,6
14 15 29 4 171 721 10 420 1 1 1 1 1 1 1,6
9 7 119 722 723 1 1 1 1 1 1 1 1 1 1,8
27 28 724 81 10 82 1 1 1 1 1 1 1 1 1,0
40 23 725 726 727 1 1 1 1 1 1 1 1 1 1,3
14 15 55 56 29 4 76 1 1 1 1 1 1 1 1,6
151 330 10 385 1 1 1 1 1 1 1 1 1 1 1,6
728 102 729 730 68 1 1 1 1 1 1 1 1 1 1,6
14 15 109 95 256 1 1 1 1 1 1 1 1 1 1,5
85 731 1 1 1 1 1 1 1 1 1 1 1 1 1,4
77 78 28 79 23 9 7 10 732 294 1 1 1 1 1,8
36 23 213 117 733 16 1 1 1 1 1 1 1 1 1,3
106 107 10 734 1 1 1 1 1 1 1 1 1 1 1,0
27 28 29 245 33 10 5 1 1 1 1 1 1 1 1,6
34 387 388 2 95 1 1 1 1 1 1 1 1 1 1,5
7 8 28 9 1 1 1 1 1 1 1 1 1 1 1,8
36 23 735 209 85 121 1 1 1 1 1 1 1 1 1,4
77 78 28 79 9 116 10 248 572 1 1 1 1 1 1,2
736 132 101 1 1 1 1 1 1 1 1 1 1 1 1,8
77 349 28 79 7 23 9 4 737 525 1 1 1 1 1,8
724 280 4 738 34 1 1 1 1 1 1 1 1 1 1,8
739 29 4 127 35 1 1 1 1 1 1 1 1 1 1,6
36 23 740 741 85 121 742 426 1 1 1 1 1 1 1,4
521 63 743 102 744 15 123 719 315 68 1 1 1 1 1,6
36 23 48 29 4 151 152 10 420 1 1 1 1 1 1,6
81 153 10 154 1 1 1 1 1 1 1 1 1 1 1,1
263 745 10 154 35 1 1 1 1 1 1 1 1 1 1,6
527 7 10 5 35 1 1 1 1 1 1 1 1 1 1,0
14 15 23 148 29 10 1 1 1 1 1 1 1 1 1,6
109 95 4 746 6 1 1 1 1 1 1 1 1 1 1,5
36 23 29 4 151 230 10 569 261 1 1 1 1 1 1,6
14 15 16 4 747 393 1 1 1 1 1 1 1 1 1,3
36 23 5 327 178 566 1 1 1 1 1 1 1 1 1,5
9 748 1 1 1 1 1 1 1 1 1 1 1 1 1,8
14 15 96 172 29 10 607 1 1 1 1 1 1 1 1,6
77 213 7 8 29 555 4 493 10 76 35 1 1 1 1,6
36 23 18 749 95 1 1 1 1 1 1 1 1 1 1,6
69 750 102 751 1 1 1 1 1 1 1 1 1 1 1,8
77 78 28 79 7 23 9 7 742 119 10 752 1 1 1,8
14 15 55 56 29 10 531 1 1 1 1 1 1 1 1,6
7 8 28 280 10 410 1 1 1 1 1 1 1 1 1,0
7 8 753 192 193 10 173 106 1 1 1 1 1 1 1,1
9 7 4 754 1 1 1 1 1 1 1 1 1 1 1,8
14 15 511 755 10 136 1 1 1 1 1 1 1 1 1,6
58 95 10 5 225 1 1 1 1 1 1 1 1 1 1,9
77 302 7 8 29 555 4 756 10 105 35 1 1 1 1,6
36 23 757 758 35 664 578 1 1 1 1 1 1 1 1,3
759 760 761 102 762 1 1 1 1 1 1 1 1 1 1,6
81 763 4 400 1 1 1 1 1 1 1 1 1 1 1,0
7 8 9 10 764 1 1 1 1 1 1 1 1 1 1,8
14 15 23 48 33 29 10 765 1 1 1 1 1 1 1,6
77 78 28 79 7 23 9 766 10 767 572 1 1 1 1,8
36 23 9 37 39 1 1 1 1 1 1 1 1 1 1,6
77 78 28 79 7 23 9 4 768 294 1 1 1 1 1,8
77 78 28 79 23 769 770 499 1 1 1 1 1 1 1,4
282 102 771 772 315 68 1 1 1 1 1 1 1 1 1,6
7 23 96 617 4 190 1 1 1 1 1 1 1 1 1,8
36 23 773 774 16 7 1 1 1 1 1 1 1 1 1,0
36 23 85 672 10 86 10 775 85 1 1 1 1 1 1,4
521 63 776 15 777 719 523 68 1 1 1 1 1 1 1,6
104 29 10 185 106 1 1 1 1 1 1 1 1 1 1,6
148 153 10 223 35 1 1 1 1 1 1 1 1 1 1,6
14 15 29 4 778 10 309 1 1 1 1 1 1 1 1,6
40 23 85 121 4 160 1 1 1 1 1 1 1 1 1,4
779 780 781 782 132 783 633 115 784 1 1 1 1 1 1,3
148 29 10 274 35 1 1 1 1 1 1 1 1 1 1,6
36 23 785 29 563 18 786 49 1 1 1 1 1 1 1,6
787 14 15 9 7 117 788 1 1 1 1 1 1 1 1,8
85 121 4 309 1 1 1 1 1 1 1 1 1 1 1,4
7 8 27 28 29 151 330 10 53 1 1 1 1 1 1,6
109 95 10 18 1 1 1 1 1 1 1 1 1 1 1,1
661 153 10 5 1 1 1 1 1 1 1 1 1 1 1,0
7 8 9 10 789 1 1 1 1 1 1 1 1 1 1,8
148 682 10 154 1 1 1 1 1 1 1 1 1 1 1,6
14 15 81 10 98 1 1 1 1 1 1 1 1 1 1,1
36 23 9 116 4 790 525 10 791 119 1 1 1 1 1,8
148 153 10 713 1 1 1 1 1 1 1 1 1 1 1,6
14 15 23 9 7 1 1 1 1 1 1 1 1 1 1,3
77 792 236 17 793 792 236 1 1 1 1 1 1 1 1,6
14 15 29 4 230 10 53 1 1 1 1 1 1 1 1,6
439 14 15 9 7 117 794 1 1 1 1 1 1 1 1,8
27 29 795 10 18 1 1 1 1 1 1 1 1 1 1,6
58 95 4 796 797 1 1 1 1 1 1 1 1 1 1,9
36 23 327 566 1 1 1 1 1 1 1 1 1 1 1,5
7 23 309 798 799 1 1 1 1 1 1 1 1 1 1,8
800 296 301 325 29 10 223 6 1 1 1 1 1 1 1,8
198 199 15 23 9 7 1 1 1 1 1 1 1 1 1,7
801 204 802 803 414 804 511 805 1 1 1 1 1 1 1,3
7 8 27 28 29 806 10 5 1 1 1 1 1 1 1,8
661 29 1 1 1 1 1 1 1 1 1 1 1 1 1,6
83 108 29 10 807 35 1 1 1 1 1 1 1 1 1,6
14 15 88 224 4 808 1 1 1 1 1 1 1 1 1,6
14 15 148 29 10 809 1 1 1 1 1 1 1 1 1,6
74 17 92 810 1 1 1 1 1 1 1 1 1 1 1,6
324 325 153 10 326 98 35 1 1 1 1 1 1 1 1,6
14 15 23 48 148 29 10 255 1 1 1 1 1 1 1,6
521 63 811 196 523 68 1 1 1 1 1 1 1 1 1,6
2 193 4 223 1 1 1 1 1 1 1 1 1 1 1,1
40 23 74 4 263 17 34 1 1 1 1 1 1 1 1,6
14 15 23 106 107 1 1 1 1 1 1 1 1 1 1,6
812 102 7 1 1 1 1 1 1 1 1 1 1 1 1,0
14 15 661 813 10 814 1 1 1 1 1 1 1 1 1,6
151 162 153 10 5 35 1 1 1 1 1 1 1 1 1,1
77 302 7 8 9 117 815 119 4 816 384 1 1 1 1,8
14 15 23 9 7 4 817 1 1 1 1 1 1 1 1,8
77 78 28 79 7 23 27 28 29 289 104 10 260 261 35 ,6
140 4 161 1 1 1 1 1 1 1 1 1 1 1 1,7
9 7 1 1 1 1 1 1 1 1 1 1 1 1 1,7
7 8 28 9 11 1 1 1 1 1 1 1 1 1 1,8
14 15 23 151 614 29 10 531 282 1 1 1 1 1 1,6
14 15 148 29 10 818 1 1 1 1 1 1 1 1 1,6
36 23 819 820 821 822 823 7 1 1 1 1 1 1 1,3
148 153 10 824 1 1 1 1 1 1 1 1 1 1 1,6
154 104 74 1 1 1 1 1 1 1 1 1 1 1 1,2
14 15 825 10 34 1 1 1 1 1 1 1 1 1 1,6
14 15 23 801 414 4 826 827 828 829 1 1 1 1 1,3
14 15 597 7 4 830 1 1 1 1 1 1 1 1 1,8
77 349 28 79 7 23 9 4 520 119 1 1 1 1 1,8
23 12 7 1 1 1 1 1 1 1 1 1 1 1 1,3
831 325 832 1 1 1 1 1 1 1 1 1 1 1 1,2
9 7 4 833 1 1 1 1 1 1 1 1 1 1 1,9
834 835 102 567 63 620 15 103 836 1 1 1 1 1 1,2
36 23 114 115 4 112 837 1 1 1 1 1 1 1 1,7
36 23 838 152 10 839 1 1 1 1 1 1 1 1 1,5
840 193 4 109 10 18 1 1 1 1 1 1 1 1 1,5
77 213 9 7 4 248 453 119 4 216 217 1 1 1 1,8
841 842 102 843 844 845 1 1 1 1 1 1 1 1 1,2
14 15 23 295 167 121 10 846 167 4 847 848 1 1 1,4
27 28 29 849 10 34 1 1 1 1 1 1 1 1 1,6
439 14 15 850 7 117 851 1 1 1 1 1 1 1 1,8
291 37 10 852 294 1 1 1 1 1 1 1 1 1 1,8
14 15 23 48 33 29 10 34 1 1 1 1 1 1 1,6
471 224 4 853 1 1 1 1 1 1 1 1 1 1 1,0
14 15 854 855 4 248 572 1 1 1 1 1 1 1 1,0
7 8 9 10 856 1 1 1 1 1 1 1 1 1 1,2
857 9 10 248 858 298 4 299 10 248 858 1 1 1 1,2
148 29 95 10 98 1 1 1 1 1 1 1 1 1 1,6
859 132 860 772 720 68 1 1 1 1 1 1 1 1 1,6
77 78 28 79 9 116 10 248 732 119 1 1 1 1 1,8
439 14 15 9 7 117 861 1 1 1 1 1 1 1 1,8
48 862 863 28 48 77 117 476 474 1 1 1 1 1 1,3
58 29 10 864 1 1 1 1 1 1 1 1 1 1 1,9
106 107 10 670 1 1 1 1 1 1 1 1 1 1 1,6
865 132 866 196 720 68 1 1 1 1 1 1 1 1 1,0
14 15 29 4 867 230 33 10 868 1 1 1 1 1 1,6
869 102 627 314 523 68 1 1 1 1 1 1 1 1 1,6
109 870 10 190 1 1 1 1 1 1 1 1 1 1 1,6
77 78 28 79 7 23 27 28 29 871 10 872 1 1 1,6
564 151 4 5 1 1 1 1 1 1 1 1 1 1 1,0
58 153 10 223 1 1 1 1 1 1 1 1 1 1 1,0
7 8 9 4 873 1 1 1 1 1 1 1 1 1 1,2
493 153 10 274 1 1 1 1 1 1 1 1 1 1 1,8
36 23 874 327 566 7 1 1 1 1 1 1 1 1 1,6
875 29 10 5 35 1 1 1 1 1 1 1 1 1 1,6
323 33 29 10 5 35 1 1 1 1 1 1 1 1 1,6
869 132 81 876 363 720 68 1 1 1 1 1 1 1 1,5
77 78 28 79 7 23 9 4 768 119 1 1 1 1 1,8
36 23 143 144 296 470 42 95 10 420 1 1 1 1 1,6
7 8 178 193 4 10 670 1 1 1 1 1 1 1 1,0
54 877 878 7 1 1 1 1 1 1 1 1 1 1 1,3
324 325 10 98 35 1 1 1 1 1 1 1 1 1 1,8
77 349 28 79 7 23 9 4 248 768 119 1 1 1 1,8
36 23 114 115 4 18 803 837 1 1 1 1 1 1 1,3
36 23 9 116 10 879 880 1 1 1 1 1 1 1 1,8
36 23 55 56 10 161 1 1 1 1 1 1 1 1 1,6
812 63 627 881 363 523 68 1 1 1 1 1 1 1 1,0
77 302 7 8 9 117 882 525 4 384 216 217 1 1 1,8
36 23 2 193 4 883 235 1 1 1 1 1 1 1 1,5
14 15 23 167 884 4 256 10 885 167 1 1 1 1 1,4
7 8 371 4 531 1 1 1 1 1 1 1 1 1 1,1
389 8 86 1 1 1 1 1 1 1 1 1 1 1 1,0
14 15 55 56 29 10 251 1 1 1 1 1 1 1 1,6
14 15 33 29 10 319 1 1 1 1 1 1 1 1 1,6
36 23 9 116 117 886 1 1 1 1 1 1 1 1 1,8
36 23 386 887 95 1 1 1 1 1 1 1 1 1 1,6
14 15 9 888 10 889 1 1 1 1 1 1 1 1 1,8
36 23 890 94 95 10 486 106 1 1 1 1 1 1 1,6
14 15 511 96 10 711 1 1 1 1 1 1 1 1 1,6
891 172 29 10 185 1 1 1 1 1 1 1 1 1 1,6
9 7 10 892 893 1 1 1 1 1 1 1 1 1 1,8
77 78 28 79 7 23 9 4 894 119 1 1 1 1 1,8
82 96 172 29 1 1 1 1 1 1 1 1 1 1 1,6
58 29 10 895 6 896 99 588 1 1 1 1 1 1 1,8
14 15 96 172 29 10 190 1 1 1 1 1 1 1 1,6
36 23 327 109 178 117 897 1 1 1 1 1 1 1 1,5
69 898 899 1 1 1 1 1 1 1 1 1 1 1 1,5
7 8 245 900 10 901 35 1 1 1 1 1 1 1 1,2
106 81 153 10 5 6 1 1 1 1 1 1 1 1 1,0
202 153 10 161 35 1 1 1 1 1 1 1 1 1 1,6
27 28 29 902 10 160 35 1 1 1 1 1 1 1 1,6
9 7 10 903 1 1 1 1 1 1 1 1 1 1 1,8
904 140 4 376 1 1 1 1 1 1 1 1 1 1 1,0
869 102 627 905 906 315 68 1 1 1 1 1 1 1 1,6
101 102 103 501 1 1 1 1 1 1 1 1 1 1 1,2
58 29 10 223 1 1 1 1 1 1 1 1 1 1 1,9
9 7 10 907 1 1 1 1 1 1 1 1 1 1 1,8
908 4 151 5 225 1 1 1 1 1 1 1 1 1 1,8
14 15 23 48 661 29 10 309 1 1 1 1 1 1 1,6
14 15 29 4 58 10 98 1 1 1 1 1 1 1 1,9
36 23 83 108 10 587 1 1 1 1 1 1 1 1 1,6
909 132 195 910 911 720 68 1 1 1 1 1 1 1 1,6
9 37 1 1 1 1 1 1 1 1 1 1 1 1 1,8
36 23 9 116 117 912 119 1 1 1 1 1 1 1 1,8
77 349 28 79 7 23 85 7 4 913 1 1 1 1 1,4
521 15 914 195 915 916 68 270 917 1 1 1 1 1 1,6
77 78 28 79 7 23 29 4 245 10 208 35 1 1 1,6
36 23 702 5 35 317 1 1 1 1 1 1 1 1 1,7
36 23 109 95 4 260 261 1 1 1 1 1 1 1 1,5
36 23 918 325 10 390 1 1 1 1 1 1 1 1 1,6
14 15 29 919 920 10 34 1 1 1 1 1 1 1 1,8
7 8 724 391 10 5 1 1 1 1 1 1 1 1 1,3
151 325 10 160 35 1 1 1 1 1 1 1 1 1 1,6
77 213 9 7 4 921 382 10 922 119 4 216 217 1 1,8
40 23 76 81 178 1 1 1 1 1 1 1 1 1 1,5
923 63 924 15 925 910 926 68 1 1 1 1 1 1 1,6
488 33 10 420 1 1 1 1 1 1 1 1 1 1 1,6
289 104 10 618 1 1 1 1 1 1 1 1 1 1 1,6
77 349 28 79 27 28 29 96 172 10 35 1 1 1 1,5
148 153 10 260 261 1 1 1 1 1 1 1 1 1 1,6
171 45 4 355 171 1 1 1 1 1 1 1 1 1 1,6
14 15 23 148 29 10 34 1 1 1 1 1 1 1 1,6
927 132 101 1 1 1 1 1 1 1 1 1 1 1 1,8
7 8 28 9 10 928 1 1 1 1 1 1 1 1 1,8
77 78 28 79 7 23 27 28 80 81 4 160 1 1 1,1
661 29 10 255 1 1 1 1 1 1 1 1 1 1 1,6
7 8 9 4 929 1 1 1 1 1 1 1 1 1 1,8
930 102 567 102 103 1 1 1 1 1 1 1 1 1 1,2
7 8 280 4 931 1 1 1 1 1 1 1 1 1 1,0
77 213 9 7 4 932 119 4 216 217 1 1 1 1 1,8
106 107 4 569 261 6 1 1 1 1 1 1 1 1 1,6
301 325 29 126 4 185 1 1 1 1 1 1 1 1 1,6
7 8 9 10 11 933 934 296 511 298 4 291 295 1 1,8
121 29 4 154 35 1 1 1 1 1 1 1 1 1 1,6
171 325 102 153 1 1 1 1 1 1 1 1 1 1 1,6
7 8 27 28 442 81 10 935 1 1 1 1 1 1 1,5
151 887 33 29 10 5 225 1 1 1 1 1 1 1 1,6
77 302 7 8 9 117 936 382 4 384 216 217 1 1 1,8
14 15 104 29 4 607 1 1 1 1 1 1 1 1 1,6
36 23 937 938 16 7 1 1 1 1 1 1 1 1 1,8
77 78 28 79 7 23 9 4 340 119 1 1 1 1 1,8
14 15 29 230 10 939 1 1 1 1 1 1 1 1 1,6
36 23 387 2 95 10 34 1 1 1 1 1 1 1 1,5
14 15 940 941 10 309 1 1 1 1 1 1 1 1 1,1
77 349 28 79 9 7 4 441 119 1 1 1 1 1 1,8
18 326 56 296 661 1 1 1 1 1 1 1 1 1 1,6
36 23 9 116 4 942 525 10 943 119 1 1 1 1 1,8
36 23 944 223 85 121 1 1 1 1 1 1 1 1 1,4
36 23 141 945 551 7 1 1 1 1 1 1 1 1 1,0
36 23 43 946 1 1 1 1 1 1 1 1 1 1 1,0
173 229 95 1 1 1 1 1 1 1 1 1 1 1 1,6
27 28 947 534 4 242 10 251 35 1 1 1 1 1 1,3
161 327 566 1 1 1 1 1 1 1 1 1 1 1 1,5
77 78 28 7 23 9 4 948 340 119 1 1 1 1 1,8
14 15 661 29 4 185 1 1 1 1 1 1 1 1 1,6
27 602 949 950 16 4 641 578 1 1 1 1 1 1 1,3
29 4 185 278 1 1 1 1 1 1 1 1 1 1 1,6
7 8 9 10 579 1 1 1 1 1 1 1 1 1 1,8
77 78 28 79 7 23 9 4 248 951 434 441 119 1 1,8
7 8 952 224 4 953 1 1 1 1 1 1 1 1 1,0
36 23 954 171 172 95 10 955 956 1 1 1 1 1 1,6
36 23 2 95 117 957 958 1 1 1 1 1 1 1 1,1
301 959 10 185 35 1 1 1 1 1 1 1 1 1 1,6
7 8 9 10 960 1 1 1 1 1 1 1 1 1 1,7
961 962 963 63 447 964 449 965 432 1 1 1 1 1 1,3
7 23 531 1 1 1 1 1 1 1 1 1 1 1 1,7
749 10 5 35 1 1 1 1 1 1 1 1 1 1 1,6
148 153 4 82 1 1 1 1 1 1 1 1 1 1 1,6
36 23 678 85 966 805 967 119 1 1 1 1 1 1 1,4
9 7 4 968 1 1 1 1 1 1 1 1 1 1 1,8
867 151 236 124 68 1 1 1 1 1 1 1 1 1 1,6
969 63 103 1 1 1 1 1 1 1 1 1 1 1 1,8
14 15 85 7 4 98 1 1 1 1 1 1 1 1 1,4
9 970 4 927 1 1 1 1 1 1 1 1 1 1 1,8
109 95 10 53 6 1 1 1 1 1 1 1 1 1 1,5
171 56 10 355 171 1 1 1 1 1 1 1 1 1 1,6
14 15 672 4 166 10 885 167 1 1 1 1 1 1 1,4
36 23 5 971 1 1 1 1 1 1 1 1 1 1 1,7
36 23 972 295 9 116 1 1 1 1 1 1 1 1 1,8
973 582 974 501 1 1 1 1 1 1 1 1 1 1 1,3
36 23 408 140 4 390 1 1 1 1 1 1 1 1 1,7
140 4 975 1 1 1 1 1 1 1 1 1 1 1 1,7
40 23 867 236 95 10 161 1 1 1 1 1 1 1 1,0
58 95 10 120 98 100 98 1 1 1 1 1 1 1 1,9
565 153 10 154 1 1 1 1 1 1 1 1 1 1 1,6
36 23 387 2 95 117 309 1 1 1 1 1 1 1 1,5
14 15 85 121 10 208 1 1 1 1 1 1 1 1 1,4
148 55 1 1 1 1 1 1 1 1 1 1 1 1 1,6
976 1 1 1 1 1 1 1 1 1 1 1 1 1 1,8
77 213 9 7 4 977 382 10 978 119 4 216 217 1 1,8
14 15 979 167 34 296 980 121 1 1 1 1 1 1 1,2
564 151 153 10 376 1 1 1 1 1 1 1 1 1 1,6
40 23 192 193 117 208 1 1 1 1 1 1 1 1 1,5
7 8 29 4 493 10 34 1 1 1 1 1 1 1 1,1
14 15 23 902 29 10 981 1 1 1 1 1 1 1 1,9
14 15 9 7 4 982 1 1 1 1 1 1 1 1 1,6
387 325 153 10 983 1 1 1 1 1 1 1 1 1 1,6
36 23 408 5 280 117 984 396 1 1 1 1 1 1 1,7
36 23 141 35 619 985 280 1 1 1 1 1 1 1 1,7
77 78 28 79 7 23 27 28 80 81 4 98 1 1 1,2
36 23 986 987 95 10 326 98 1 1 1 1 1 1 1,6
106 81 988 10 97 98 1 1 1 1 1 1 1 1 1,8
36 23 151 162 296 701 236 95 10 5 1 1 1 1 1,6
989 48 140 4 376 1 1 1 1 1 1 1 1 1 1,6
14 15 672 4 166 10 990 167 1 1 1 1 1 1 1,4
991 132 992 1 1 1 1 1 1 1 1 1 1 1 1,8
40 23 2 193 993 81 1 1 1 1 1 1 1 1 1,1
7 4 9 69 994 995 996 997 998 268 999 102 1000 68 1001 1002 1003 999 102 1000 876 68 ,8
77 78 28 79 7 23 27 28 29 4 245 74 10 105 35 ,6
1004 190 549 1 1 1 1 1 1 1 1 1 1 1 1,0
1005 15 999 102 103 1 1 1 1 1 1 1 1 1 1,8
36 23 9 116 117 1006 1 1 1 1 1 1 1 1 1,8
40 23 2 178 17 82 1 1 1 1 1 1 1 1 1,1
36 23 48 29 303 117 263 10 161 1 1 1 1 1 1,6
495 63 1007 1008 906 523 68 1 1 1 1 1 1 1 1,6
148 153 10 98 35 1 1 1 1 1 1 1 1 1 1,6
14 15 148 29 10 98 1 1 1 1 1 1 1 1 1,2
36 23 1009 9 116 1 1 1 1 1 1 1 1 1 1,8
14 15 114 115 821 1010 1011 1 1 1 1 1 1 1 1,2
1012 116 1 1 1 1 1 1 1 1 1 1 1 1 1,8
58 95 10 48 134 1 1 1 1 1 1 1 1 1 1,9
1013 102 1014 15 1015 1016 662 720 68 1 1 1 1 1 1,6
36 23 9 37 1017 39 1 1 1 1 1 1 1 1 1,8
14 15 23 9 7 4 1018 1 1 1 1 1 1 1 1,8
2 193 117 208 1 1 1 1 1 1 1 1 1 1 1,1
1019 1020 1021 511 1 1 1 1 1 1 1 1 1 1 1,4
101 102 103 836 1 1 1 1 1 1 1 1 1 1 1,8
40 23 120 151 614 10 5 1 1 1 1 1 1 1 1,5
320 23 1022 1023 115 1 1 1 1 1 1 1 1 1 1,3
439 14 15 9 7 117 1024 1 1 1 1 1 1 1 1,8
7 8 9 10 960 1 1 1 1 1 1 1 1 1 1,0
7 8 23 9 4 1025 1 1 1 1 1 1 1 1 1,6
88 224 2 193 4 86 1 1 1 1 1 1 1 1 1,6
36 23 9 299 1026 10 1027 119 1 1 1 1 1 1 1,8
36 23 193 4 1028 1029 1 1 1 1 1 1 1 1 1,1
402 327 566 7 1 1 1 1 1 1 1 1 1 1 1,6
77 349 28 79 7 23 27 28 29 301 325 10 420 35 1,6
2 7 1 1 1 1 1 1 1 1 1 1 1 1 1,1
36 23 85 121 117 1030 1 1 1 1 1 1 1 1 1,4
40 23 49 10 319 35 1 1 1 1 1 1 1 1 1,6
36 23 1031 1032 4 1033 117 1034 1035 1 1 1 1 1 1,0
7 8 114 511 4 72 73 1 1 1 1 1 1 1 1,4
27 28 29 4 245 74 10 1036 261 35 1 1 1 1 1,6
36 23 213 117 877 348 1 1 1 1 1 1 1 1 1,3
151 162 148 10 5 1 1 1 1 1 1 1 1 1 1,6
14 15 58 29 10 134 1 1 1 1 1 1 1 1 1,9
40 23 280 4 34 1 1 1 1 1 1 1 1 1 1,7
9 7 10 1037 1 1 1 1 1 1 1 1 1 1 1,8
7 8 29 4 902 10 5 225 1 1 1 1 1 1 1,9
14 15 109 95 1038 1 1 1 1 1 1 1 1 1 1,1
151 162 10 5 1 1 1 1 1 1 1 1 1 1 1,0
14 15 29 4 33 10 185 1 1 1 1 1 1 1 1,6
40 23 208 85 121 1 1 1 1 1 1 1 1 1 1,4
49 813 10 154 35 1 1 1 1 1 1 1 1 1 1,6
14 15 704 81 10 208 1 1 1 1 1 1 1 1 1,6
106 107 4 161 1 1 1 1 1 1 1 1 1 1 1,6
36 23 1039 155 295 9 116 1 1 1 1 1 1 1 1,8
171 189 10 185 1 1 1 1 1 1 1 1 1 1 1,1
651 1040 4 5 35 1 1 1 1 1 1 1 1 1 1,6
14 15 29 4 33 10 659 261 1 1 1 1 1 1 1,6
14 15 140 4 86 1 1 1 1 1 1 1 1 1 1,0
77 78 28 79 7 23 27 28 29 289 104 10 319 1 1,6
14 15 148 29 10 208 1 1 1 1 1 1 1 1 1,0
77 349 28 79 7 23 9 117 948 1041 119 1 1 1 1,8
36 23 1042 1043 5 316 317 1 1 1 1 1 1 1 1,7
34 15 1044 636 915 523 68 1 1 1 1 1 1 1 1,5
101 102 103 836 1 1 1 1 1 1 1 1 1 1 1,8
9 7 1 1 1 1 1 1 1 1 1 1 1 1 1,8
7 8 9 10 1045 1 1 1 1 1 1 1 1 1 1,2
9 7 119 722 723 1 1 1 1 1 1 1 1 1 1,8
77 349 28 79 7 23 280 4 1046 154 1 1 1 1 1,8
36 23 29 488 10 1047 1 1 1 1 1 1 1 1 1,6
74 4 333 334 17 82 1 1 1 1 1 1 1 1 1,6
100 1048 10 48 5 35 1 1 1 1 1 1 1 1 1,6
148 104 29 10 53 6 1 1 1 1 1 1 1 1 1,6
14 15 1049 56 29 10 98 1 1 1 1 1 1 1 1,2
14 15 29 4 96 189 173 1 1 1 1 1 1 1 1,5
9 7 69 994 1050 996 403 998 1051 1052 1053 1054 63 1055 1056 999 102 1000 68 9 7 ,8
106 107 10 127 1 1 1 1 1 1 1 1 1 1 1,6
36 23 1057 296 171 1058 395 10 420 1 1 1 1 1 1,6
36 23 344 55 56 10 208 1 1 1 1 1 1 1 1,6
14 15 511 755 10 208 1 1 1 1 1 1 1 1 1,6
369 370 28 18 1059 1 1 1 1 1 1 1 1 1 1,2
7 8 9 4 1060 1 1 1 1 1 1 1 1 1 1,8
